JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
218,27,74,2,15.6,Public,Rural,Yes,Yes,Low,Medium,2396,20,Female,Low,None,3
168,22,92,3,10.0,Private,Urban,Yes,Yes,Low,Low,2397,16,Male,Low,Secondary,3
186,19,79,1,4.3,Public,Urban,No,Yes,Medium,Medium,2398,18,Female,Medium,Secondary,1
127,15,76,2,13.6,Public,Rural,No,No,Low,Low,2399,20,Female,High,Secondary,1
247,23,84,5,16.2,Public,Rural,Yes,Yes,Low,Medium,2400,22,Male,Medium,Secondary,2
173,17,91,2,8.5,Public,Urban,Yes,No,High,Low,2401,21,Female,High,Secondary,1
157,23,92,3,10.5,Public,Rural,No,No,High,Medium,2402,17,Female,Medium,Primary,2
140,8,81,1,5.2,Public,Rural,Yes,No,Medium,Low,2403,22,Female,Low,Secondary,1
234,15,87,5,11.7,Public,Urban,No,No,Low,Low,2404,19,Female,High,Tertiary,1
197,11,90,2,11.1,Public,Urban,No,No,High,Medium,2405,16,Female,Low,Primary,1
210,40,92,2,10.4,Public,Rural,No,Yes,Medium,Low,2406,18,Female,Medium,Secondary,4
270,32,100,4,8.5,Public,Urban,Yes,No,Low,High,2407,21,Male,Medium,Secondary,5
106,17,68,2,12.7,Public,Urban,No,No,Medium,Medium,2408,17,Male,Low,Primary,2
201,12,86,3,12.5,Public,Urban,Yes,Yes,Low,Low,2409,21,Female,High,Tertiary,1
141,22,72,2,19.8,Public,Urban,No,Yes,High,High,2410,21,Female,Low,None,2
174,19,84,2,12.9,Private,Urban,Yes,Yes,High,Low,2411,18,Male,Low,Secondary,1
117,17,79,2,6.9,Public,Urban,No,No,Low,Medium,2412,15,Male,Medium,Secondary,1
158,9,83,3,5.8,Private,Urban,No,Yes,Medium,Medium,2413,21,Female,Medium,Tertiary,1
105,15,72,1,13.1,Public,Rural,No,Yes,Low,Medium,2414,15,Female,Low,Secondary,1
146,13,68,2,3.6,Public,Rural,Yes,Yes,High,Medium,2415,16,Female,Medium,Secondary,2
241,18,69,2,9.4,Public,Urban,Yes,Yes,Medium,High,2416,15,Female,Medium,Secondary,1
176,26,83,1,16.8,Private,Rural,No,Yes,Low,Medium,2417,17,Male,Medium,Tertiary,3
101,0,76,1,19.2,Public,Rural,No,Yes,Low,Low,2418,22,Male,Medium,Secondary,1
226,29,81,3,3.2,Public,Rural,Yes,Yes,Low,Medium,2419,16,Female,Medium,Secondary,3
171,26,97,3,11.9,Public,Urban,No,No,High,Low,2420,22,Female,Low,Primary,2
145,9,74,3,16.5,Public,Urban,Yes,Yes,High,Medium,2421,18,Female,Low,Tertiary,1
211,15,100,1,20.0,Public,Rural,Yes,No,Low,Low,2422,19,Female,Medium,Tertiary,1
142,15,98,2,12.4,Public,Urban,Yes,Yes,Low,Low,2423,19,Male,Medium,Secondary,1
180,23,66,1,7.9,Public,Rural,Yes,Yes,Medium,Medium,2424,19,Male,Medium,Primary,2
220,22,88,3,13.1,Private,Urban,Yes,Yes,High,Medium,2425,17,Female,High,Tertiary,2
225,28,84,2,14.8,Private,Urban,No,Yes,Low,Low,2426,16,Male,Medium,Primary,4
227,40,60,3,12.2,Private,Urban,No,Yes,Medium,Low,2427,15,Female,High,Secondary,3
246,21,75,3,2.9,Private,Rural,No,Yes,Low,Low,2428,21,Female,Low,Primary,2
129,0,89,1,17.6,Public,Urban,Yes,No,Low,Low,2429,22,Female,Medium,None,1
213,30,100,2,12.8,Private,Rural,Yes,Yes,High,Medium,2430,16,Male,Medium,Tertiary,3
151,33,91,2,4.0,Public,Urban,No,Yes,Medium,Low,2431,18,Female,Medium,Secondary,1
136,20,85,2,7.9,Private,Urban,Yes,No,Medium,Medium,2432,19,Male,Medium,Secondary,1
114,5,80,1,9.7,Public,Urban,No,No,Medium,Low,2433,16,Male,Low,None,1
145,16,98,1,13.6,Public,Rural,Yes,Yes,Medium,Low,2434,21,Female,Medium,Secondary,1
176,10,100,3,9.8,Public,Urban,No,Yes,Low,High,2435,20,Female,Low,None,1
163,24,78,1,12.9,Public,Rural,Yes,Yes,Medium,Medium,2436,16,Male,Low,Primary,3
154,6,64,1,14.6,Private,Rural,No,Yes,High,Low,2437,20,Female,Low,None,1
219,21,67,2,15.0,Private,Urban,Yes,Yes,Medium,High,2438,15,Female,Low,Primary,2
162,9,96,2,6.1,Public,Rural,No,Yes,Medium,Low,2439,22,Female,Medium,Tertiary,1
121,16,81,1,10.9,Public,Rural,No,No,Low,High,2440,18,Female,Medium,Secondary,3
217,20,89,2,7.9,Private,Rural,Yes,Yes,Low,Low,2441,19,Female,Low,None,1
235,26,71,3,8.6,Public,Rural,Yes,Yes,Low,High,2442,15,Female,Medium,Primary,2
118,15,74,1,8.3,Public,Rural,Yes,No,Low,Low,2443,22,Male,Low,Primary,2
112,5,78,2,12.0,Public,Urban,Yes,Yes,Low,High,2444,19,Male,Low,None,1
228,30,90,2,11.9,Public,Urban,Yes,Yes,High,Medium,2445,15,Female,Medium,Primary,3
151,17,79,3,14.4,Private,Urban,Yes,Yes,Medium,Low,2446,15,Female,High,Primary,2
135,7,72,3,17.6,Public,Rural,Yes,Yes,Medium,High,2447,19,Male,Low,None,1
218,40,80,4,15.2,Public,Urban,Yes,No,Medium,Medium,2448,18,Male,Medium,Secondary,3
178,24,96,4,11.8,Private,Urban,Yes,Yes,Medium,Medium,2449,17,Male,Medium,Primary,2
108,13,82,3,18.9,Private,Urban,Yes,Yes,Medium,Medium,2450,17,Male,Low,Primary,1
149,30,89,3,17.3,Private,Urban,Yes,No,Medium,Medium,2451,22,Male,High,Tertiary,2
119,32,72,2,5.3,Public,Rural,Yes,Yes,Low,Low,2452,16,Male,Low,None,4
174,18,56,2,8.8,Public,Urban,No,Yes,Low,High,2453,16,Female,Low,Tertiary,2
157,21,78,2,12.5,Public,Rural,Yes,Yes,High,Medium,2454,21,Female,Low,None,1
293,21,84,3,0.0,Public,Rural,No,Yes,High,Low,2455,18,Female,Low,None,1
241,24,92,4,17.7,Private,Urban,No,Yes,High,Low,2456,17,Female,High,Tertiary,4
194,19,100,2,4.8,Public,Rural,Yes,Yes,High,Medium,2457,16,Female,Medium,Secondary,2
118,17,87,2,11.2,Public,Rural,Yes,No,Medium,High,2458,17,Male,Low,Secondary,1
230,27,100,2,5.4,Private,Urban,Yes,No,Medium,Medium,2459,17,Female,Low,None,1
156,23,89,3,9.6,Private,Urban,No,Yes,High,Low,2460,17,Female,Medium,Primary,3
130,18,76,2,20.0,Public,Rural,No,Yes,Medium,Low,2461,16,Female,High,Tertiary,4
152,7,86,2,9.7,Public,Urban,No,Yes,High,Medium,2462,16,Male,Low,Secondary,1
158,10,100,2,8.4,Private,Urban,No,Yes,Medium,Low,2463,18,Female,Medium,None,1
101,9,97,3,20.0,Public,Urban,No,Yes,High,Low,2464,15,Male,High,Tertiary,1
187,18,80,2,0.0,Private,Urban,No,No,Medium,Medium,2465,16,Female,Medium,Primary,1
115,24,83,2,9.0,Private,Urban,Yes,Yes,Medium,Low,2466,19,Female,Low,Tertiary,2
138,6,68,3,6.9,Public,Urban,No,Yes,Low,Low,2467,21,Female,Low,Tertiary,1
187,17,93,2,15.8,Public,Urban,No,No,Medium,Medium,2468,15,Female,High,Tertiary,2
184,29,100,4,6.3,Public,Urban,Yes,Yes,Low,Medium,2469,22,Female,High,None,3
125,13,82,1,4.9,Public,Urban,Yes,Yes,Medium,Medium,2470,17,Female,High,Tertiary,1
111,19,74,2,9.4,Public,Urban,No,No,Medium,Medium,2471,18,Female,High,Secondary,1
282,27,94,2,8.9,Private,Urban,No,Yes,Low,High,2472,19,Female,High,Tertiary,4
195,24,90,2,14.3,Private,Rural,Yes,Yes,Medium,Low,2473,21,Female,High,Secondary,1
191,19,86,1,10.9,Public,Rural,No,Yes,Medium,High,2474,20,Male,Medium,Secondary,1
170,25,86,3,12.6,Private,Urban,Yes,Yes,Medium,Medium,2475,19,Male,Medium,Primary,3
223,10,86,4,6.5,Public,Rural,No,Yes,Medium,High,2476,15,Female,Medium,Secondary,1
118,12,90,3,14.9,Private,Urban,Yes,No,Medium,High,2477,21,Female,Low,None,1
239,28,95,3,6.4,Public,Rural,Yes,Yes,High,Medium,2478,21,Female,Low,Tertiary,2
210,27,77,2,13.9,Public,Urban,No,No,Medium,High,2479,18,Male,Low,Primary,3
111,28,71,1,12.0,Public,Urban,No,Yes,High,Low,2480,20,Male,Low,Secondary,1
226,20,85,4,6.3,Public,Urban,Yes,Yes,Medium,Low,2481,15,Female,High,Secondary,2
165,32,91,4,13.7,Public,Rural,No,Yes,Medium,Low,2482,20,Male,High,Secondary,1
101,8,81,2,7.4,Private,Urban,No,Yes,Low,Medium,2483,16,Female,Low,Secondary,2
129,28,75,2,7.6,Public,Rural,No,No,Medium,Medium,2484,20,Male,Medium,Secondary,2
127,23,84,3,11.9,Private,Rural,Yes,Yes,Medium,High,2485,17,Female,Medium,Primary,2
109,6,77,1,4.7,Public,Urban,Yes,No,Medium,Medium,2486,20,Female,Medium,Tertiary,1
139,19,90,2,10.0,Public,Urban,No,No,Low,Medium,2487,18,Male,Medium,Tertiary,1
141,16,85,4,4.7,Public,Rural,Yes,Yes,High,High,2488,16,Female,High,Tertiary,1
215,29,84,2,0.4,Private,Urban,Yes,Yes,High,Medium,2489,17,Male,High,Tertiary,2
219,21,89,4,10.7,Public,Rural,Yes,No,Medium,Low,2490,17,Male,Low,Secondary,1
126,13,94,3,7.2,Public,Rural,Yes,Yes,Medium,High,2491,16,Female,High,Tertiary,2
133,29,76,2,13.7,Private,Urban,Yes,Yes,High,Medium,2492,18,Male,Medium,Tertiary,4
224,23,91,2,14.7,Public,Urban,Yes,Yes,Medium,High,2493,19,Female,High,Primary,2
139,24,81,2,11.4,Public,Urban,No,Yes,Medium,Medium,2494,15,Female,Low,Primary,1
225,22,92,3,16.4,Public,Rural,Yes,No,Medium,Low,2495,18,Male,High,Secondary,2
281,40,85,2,13.6,Public,Urban,No,No,High,Low,2496,21,Female,Low,Secondary,4
147,11,84,2,7.3,Public,Urban,Yes,Yes,Medium,Low,2497,20,Male,High,Secondary,1
251,20,100,3,11.8,Private,Urban,No,No,Medium,Medium,2498,19,Male,High,Tertiary,1
135,30,73,3,6.8,Private,Urban,Yes,Yes,Medium,High,2499,19,Male,Low,Secondary,2
226,20,75,1,7.9,Public,Urban,No,No,High,Medium,2500,20,Male,High,Tertiary,3
156,33,71,4,0.7,Public,Urban,No,Yes,High,Low,2501,19,Female,Medium,Secondary,4
128,24,70,4,7.8,Public,Rural,No,No,Medium,Low,2502,15,Female,Medium,Secondary,1
127,14,87,3,4.8,Public,Urban,Yes,No,Low,Medium,2503,21,Female,Medium,Secondary,1
238,8,75,2,7.2,Public,Urban,No,Yes,High,Low,2504,15,Male,Low,Secondary,1
109,14,77,2,9.1,Public,Rural,Yes,No,Low,Low,2505,15,Female,Low,None,1
117,16,87,2,4.6,Public,Urban,No,Yes,Medium,Low,2506,21,Female,Low,Secondary,1
233,35,92,3,5.9,Public,Urban,Yes,Yes,Medium,Medium,2507,19,Male,Medium,Secondary,3
175,34,81,3,8.9,Private,Urban,No,Yes,Low,High,2508,21,Male,Medium,Secondary,4
205,16,88,3,8.6,Private,Urban,No,Yes,Medium,High,2509,16,Female,Low,Tertiary,1
135,24,83,2,7.7,Public,Rural,Yes,Yes,High,Medium,2510,15,Male,Low,None,3
179,27,82,3,13.4,Public,Urban,No,Yes,High,Medium,2511,19,Female,Medium,None,2
155,28,81,2,13.8,Public,Urban,No,Yes,Low,Medium,2512,18,Female,Medium,Secondary,3
132,21,100,2,3.2,Public,Rural,Yes,Yes,Medium,Low,2513,22,Male,Low,None,4
119,0,89,2,1.0,Public,Urban,Yes,Yes,Low,Low,2514,22,Male,Medium,Secondary,1
166,18,100,4,14.8,Public,Urban,Yes,Yes,Medium,Low,2515,21,Female,Medium,None,1
244,15,84,4,12.7,Public,Rural,Yes,Yes,High,Low,2516,19,Female,Low,Primary,2
204,20,85,3,3.8,Public,Urban,Yes,Yes,Medium,Low,2517,15,Male,High,Secondary,1
177,29,72,4,7.2,Private,Urban,No,No,High,Medium,2518,22,Female,Medium,None,3
177,23,77,3,6.5,Public,Rural,Yes,Yes,Medium,Low,2519,21,Female,Medium,None,3
115,25,99,2,6.0,Public,Urban,Yes,No,Low,Low,2520,22,Female,High,Tertiary,1
186,24,80,1,11.1,Private,Urban,No,Yes,Medium,Medium,2521,15,Female,High,Secondary,3
170,7,100,2,8.3,Public,Rural,Yes,Yes,Medium,Medium,2522,21,Male,Low,Primary,1
214,0,75,2,8.3,Public,Rural,No,No,High,Low,2523,22,Male,Medium,Secondary,1
240,26,78,2,13.7,Private,Rural,Yes,No,Low,High,2524,15,Male,Medium,Secondary,2
143,15,79,1,8.7,Public,Rural,No,Yes,Low,Medium,2525,22,Male,Medium,Secondary,2
126,7,81,3,4.2,Public,Urban,No,Yes,Medium,Low,2526,16,Male,Low,Primary,1
177,4,93,3,11.7,Public,Rural,Yes,No,Low,High,2527,17,Male,High,Tertiary,1
232,18,92,2,8.6,Public,Urban,No,Yes,High,Low,2528,20,Male,Low,Primary,1
284,27,87,2,7.7,Public,Urban,No,Yes,Medium,Medium,2529,20,Female,Medium,Secondary,2
182,26,84,4,11.4,Public,Rural,No,No,Low,Low,2530,21,Female,Medium,Secondary,2
222,25,84,2,6.0,Public,Urban,No,Yes,Medium,Medium,2531,16,Male,Low,Primary,3
112,29,72,2,14.1,Public,Urban,No,No,Medium,Low,2532,18,Female,Low,Primary,2
134,7,73,2,3.6,Public,Urban,Yes,No,Low,Medium,2533,15,Male,Medium,Primary,1
128,24,91,3,7.3,Public,Rural,No,Yes,Low,Low,2534,17,Male,Low,None,2
224,24,70,2,14.2,Public,Rural,Yes,Yes,Low,High,2535,18,Female,High,Secondary,3
165,25,99,3,1.4,Public,Rural,Yes,Yes,Low,Medium,2536,19,Female,Medium,Tertiary,2
190,17,82,3,9.0,Public,Rural,Yes,No,Medium,High,2537,20,Male,Medium,Tertiary,2
200,31,79,3,13.4,Public,Urban,No,Yes,High,Low,2538,17,Male,High,Secondary,2
186,23,92,3,4.2,Private,Rural,Yes,Yes,Low,Low,2539,16,Female,Low,Primary,1
238,19,100,3,6.8,Private,Rural,Yes,Yes,High,Medium,2540,15,Male,Medium,Secondary,2
187,21,96,5,18.9,Public,Urban,No,Yes,High,High,2541,17,Male,Medium,Primary,1
153,16,88,5,12.9,Public,Rural,Yes,Yes,Medium,Low,2542,18,Male,Low,Secondary,2
198,26,96,2,8.3,Public,Rural,No,Yes,High,High,2543,16,Female,Medium,Tertiary,3
166,8,68,1,20.0,Public,Urban,No,Yes,Low,Low,2544,18,Male,Low,Primary,1
157,18,78,3,9.7,Public,Urban,No,Yes,Low,High,2545,22,Female,High,Tertiary,1
100,17,71,2,10.0,Public,Rural,Yes,No,Low,Medium,2546,18,Female,Medium,Secondary,3
128,16,93,3,16.5,Public,Urban,Yes,No,Medium,Medium,2547,21,Male,High,Primary,2
107,26,76,2,9.3,Private,Rural,No,Yes,Medium,High,2548,20,Male,Medium,Secondary,3
150,25,91,2,10.2,Public,Urban,No,Yes,High,High,2549,22,Female,High,Secondary,4
159,18,88,3,16.2,Private,Urban,Yes,Yes,Medium,High,2550,15,Female,Low,None,1
226,26,79,4,4.7,Public,Rural,No,No,Medium,Medium,2551,17,Male,Medium,Secondary,3
219,26,82,1,5.2,Public,Urban,Yes,Yes,High,High,2552,22,Female,High,Tertiary,2
172,23,96,2,11.5,Public,Urban,Yes,Yes,Low,Medium,2553,18,Male,Medium,Tertiary,3
118,0,73,2,11.6,Private,Urban,Yes,Yes,Medium,Medium,2554,16,Male,Low,Primary,1
144,14,84,2,6.6,Public,Urban,Yes,Yes,Low,Medium,2555,18,Male,Low,Primary,1
112,1,73,2,11.7,Public,Urban,Yes,No,Low,Medium,2556,18,Male,Medium,Secondary,1
271,39,87,4,18.8,Public,Urban,Yes,Yes,Low,Medium,2557,22,Male,High,Tertiary,2
152,17,82,3,7.7,Public,Urban,No,Yes,High,Medium,2558,16,Female,Low,None,1
142,15,75,4,14.5,Public,Urban,No,Yes,Medium,Medium,2559,22,Male,Medium,Primary,1
207,30,77,3,11.6,Public,Urban,No,Yes,Low,Medium,2560,19,Male,Medium,Secondary,2
125,19,84,1,3.1,Private,Rural,Yes,Yes,Low,Low,2561,21,Male,Low,Primary,1
176,10,76,2,10.6,Public,Rural,No,No,Low,Medium,2562,18,Female,Medium,Tertiary,2
119,14,73,2,10.6,Public,Rural,No,No,Low,Medium,2563,16,Female,Low,Primary,1
138,14,73,3,7.8,Public,Rural,No,Yes,Low,High,2564,15,Male,Medium,Secondary,2
178,4,84,3,7.4,Private,Urban,No,No,Medium,Medium,2565,17,Female,Medium,Secondary,1
177,14,93,4,14.7,Public,Rural,Yes,No,High,Medium,2566,16,Female,High,Secondary,1
241,23,100,2,9.6,Public,Rural,No,Yes,High,Medium,2567,16,Male,Medium,Secondary,1
137,15,75,3,10.2,Public,Urban,No,No,Low,High,2568,21,Male,Medium,Primary,1
118,1,100,4,9.2,Public,Rural,No,Yes,High,Low,2569,17,Female,Medium,None,1
145,28,73,2,8.8,Private,Rural,No,Yes,Low,High,2570,16,Male,Low,None,1
141,16,92,2,0.0,Public,Rural,No,No,Low,Medium,2571,19,Male,Low,None,3
234,25,81,2,15.4,Public,Urban,Yes,No,Low,Low,2572,15,Female,High,Tertiary,3
158,22,75,2,5.1,Public,Rural,No,No,High,High,2573,19,Female,Medium,Tertiary,1
246,18,82,2,3.2,Private,Urban,No,Yes,High,Medium,2574,21,Female,High,Primary,1
110,18,80,3,8.2,Public,Rural,Yes,Yes,High,Low,2575,18,Female,Medium,Secondary,1
167,16,89,3,13.4,Public,Urban,Yes,No,Low,Low,2576,20,Male,Medium,Secondary,1
225,16,94,2,0.9,Public,Urban,Yes,Yes,High,High,2577,15,Female,Medium,Tertiary,1
111,20,71,3,20.0,Private,Urban,No,Yes,Medium,Medium,2578,18,Male,Medium,Tertiary,1
136,30,73,2,13.9,Public,Rural,Yes,No,Low,High,2579,17,Male,Low,Secondary,2
273,34,82,4,2.9,Public,Urban,No,Yes,Medium,Medium,2580,16,Female,Medium,Tertiary,3
112,23,79,1,12.5,Private,Urban,Yes,Yes,Medium,Low,2581,22,Female,Low,None,3
153,13,81,3,2.1,Public,Rural,Yes,Yes,Medium,Medium,2582,16,Male,Low,None,1
103,0,71,3,18.5,Public,Rural,Yes,Yes,Medium,Medium,2583,21,Female,Low,Primary,1
148,31,85,2,16.0,Private,Urban,No,Yes,Medium,Medium,2584,21,Male,Medium,None,2
110,33,100,1,13.4,Public,Rural,No,No,Medium,Medium,2585,15,Male,High,Secondary,2
186,35,80,3,7.7,Public,Urban,Yes,Yes,Medium,Medium,2586,20,Female,Low,None,4
127,13,77,3,11.6,Public,Rural,Yes,No,Medium,Low,2587,20,Male,Medium,Secondary,1
156,8,88,3,12.7,Public,Urban,No,No,Low,Medium,2588,22,Female,Medium,Primary,1
153,8,78,2,3.0,Private,Urban,No,Yes,Medium,Low,2589,16,Male,Low,Secondary,1
196,6,92,1,2.0,Private,Rural,Yes,Yes,Low,High,2590,16,Female,Medium,Secondary,1
177,19,78,2,12.1,Public,Urban,Yes,Yes,Medium,High,2591,18,Female,Low,None,2
227,39,100,2,18.2,Private,Urban,Yes,No,Low,High,2592,19,Male,Low,Tertiary,4
179,19,88,3,20.0,Public,Urban,No,No,Medium,Low,2593,16,Male,Low,Secondary,1
228,27,82,3,8.2,Public,Rural,No,No,Low,Low,2594,18,Male,Medium,Secondary,1
188,33,80,2,6.5,Private,Urban,No,Yes,High,Medium,2595,21,Female,Low,None,3
146,14,78,3,10.0,Private,Urban,Yes,Yes,Medium,Medium,2596,19,Male,Medium,Primary,1
137,35,95,2,10.7,Public,Rural,No,Yes,High,High,2597,22,Female,Low,Tertiary,4
188,39,73,3,13.9,Public,Rural,Yes,No,Low,High,2598,16,Male,High,Secondary,2
121,14,75,1,7.2,Public,Rural,No,Yes,Medium,Low,2599,15,Male,Low,None,2
248,20,84,1,0.6,Public,Urban,No,Yes,High,High,2600,15,Male,Medium,Tertiary,1
209,29,86,1,20.0,Public,Rural,Yes,Yes,Low,Low,2601,15,Male,High,Tertiary,3
247,22,86,2,9.6,Public,Urban,Yes,Yes,Low,High,2602,17,Female,Low,Secondary,1
190,10,71,3,14.8,Public,Rural,No,Yes,Medium,Medium,2603,22,Male,High,Secondary,1
100,25,76,1,18.4,Private,Rural,No,Yes,Low,Medium,2604,15,Male,Low,Tertiary,2
233,35,87,4,15.1,Public,Urban,Yes,No,Low,Medium,2605,16,Male,Medium,Secondary,4
253,28,83,3,7.2,Public,Urban,Yes,Yes,High,High,2606,16,Male,Low,Primary,3
225,12,94,4,7.4,Private,Urban,Yes,Yes,High,Medium,2607,20,Female,Medium,None,1
206,11,95,2,2.2,Public,Urban,No,Yes,Medium,High,2608,15,Female,High,Tertiary,1
172,20,83,3,10.0,Private,Urban,Yes,Yes,Low,Low,2609,20,Female,Medium,Secondary,1
207,18,89,3,18.6,Public,Urban,Yes,Yes,Low,High,2610,15,Male,Low,Tertiary,2
182,17,64,3,11.1,Public,Urban,Yes,Yes,Low,High,2611,18,Female,High,Primary,1
142,26,78,2,17.4,Public,Urban,Yes,No,Medium,Medium,2612,19,Female,Medium,Secondary,2
177,26,94,3,16.1,Public,Urban,Yes,Yes,Medium,High,2613,15,Male,High,Secondary,1
227,36,84,4,6.4,Public,Urban,No,Yes,Low,Low,2614,18,Female,Low,Secondary,4
115,6,74,2,9.6,Public,Urban,Yes,Yes,High,Medium,2615,16,Male,Low,None,1
158,15,100,3,7.2,Public,Rural,Yes,Yes,Medium,Low,2616,15,Male,Medium,Tertiary,1
136,23,99,1,12.2,Public,Rural,No,Yes,Low,Medium,2617,18,Male,High,Tertiary,4
247,30,93,4,5.2,Public,Rural,Yes,Yes,High,Medium,2618,21,Female,High,Secondary,3
147,31,93,4,12.4,Private,Urban,No,Yes,Low,Medium,2619,18,Male,Low,Primary,2
103,17,59,1,5.0,Private,Rural,No,Yes,Medium,Medium,2620,21,Female,Low,Primary,2
221,40,80,3,7.7,Private,Rural,No,Yes,Medium,Medium,2621,22,Male,Medium,Secondary,3
111,19,76,3,11.7,Public,Urban,No,Yes,High,High,2622,19,Female,High,Tertiary,3
117,24,78,2,9.5,Public,Urban,Yes,No,Low,Low,2623,16,Female,Medium,Secondary,1
170,16,79,3,10.1,Public,Rural,No,Yes,Low,Medium,2624,19,Female,Low,None,1
157,18,59,2,2.0,Private,Urban,No,Yes,Low,High,2625,19,Male,Low,None,1
189,29,89,2,8.6,Public,Rural,Yes,No,Low,High,2626,21,Male,Medium,Tertiary,2
205,37,91,3,9.7,Public,Urban,No,Yes,High,Medium,2627,20,Female,Medium,Secondary,5
123,22,96,2,11.8,Public,Urban,Yes,Yes,Medium,Medium,2628,20,Female,Medium,Secondary,2
117,14,73,1,6.3,Public,Rural,No,No,High,Medium,2629,19,Male,Low,Primary,1
129,28,73,2,6.9,Public,Rural,Yes,No,Low,Medium,2630,22,Male,Medium,Secondary,3
132,0,56,4,11.8,Private,Rural,No,Yes,Medium,Medium,2631,22,Male,Medium,Tertiary,1
211,10,84,2,15.5,Private,Rural,Yes,Yes,Low,Medium,2632,16,Female,High,Secondary,1
126,22,90,1,15.1,Public,Rural,Yes,No,High,Medium,2633,15,Female,Medium,None,1
120,15,75,2,11.5,Public,Urban,Yes,Yes,Low,Medium,2634,19,Female,Low,None,1
278,34,100,2,2.0,Public,Urban,No,Yes,High,High,2635,17,Female,High,Tertiary,3
214,23,84,1,10.8,Public,Urban,Yes,Yes,Low,Medium,2636,16,Male,Low,Primary,1
143,22,84,2,13.4,Private,Urban,Yes,Yes,Low,Low,2637,18,Female,Medium,Tertiary,1
202,15,73,2,18.7,Public,Urban,Yes,Yes,Medium,High,2638,18,Female,Medium,Secondary,3
217,28,90,2,1.8,Private,Rural,Yes,Yes,High,High,2639,16,Male,Medium,Primary,2
136,25,63,2,7.5,Public,Rural,No,Yes,Medium,Low,2640,21,Female,Low,None,1
158,29,90,1,6.1,Public,Urban,Yes,Yes,Low,High,2641,18,Female,Medium,Primary,1
210,40,93,1,4.7,Public,Urban,No,No,Medium,Medium,2642,16,Female,High,Secondary,2
181,22,98,3,10.8,Private,Rural,Yes,No,Low,Low,2643,15,Male,Low,None,4
233,27,78,1,8.9,Public,Urban,Yes,Yes,High,Medium,2644,20,Female,High,Tertiary,1
121,1,82,1,2.9,Private,Rural,Yes,Yes,Low,Low,2645,20,Female,Medium,Tertiary,1
205,17,92,1,8.7,Private,Urban,Yes,Yes,High,High,2646,16,Female,Medium,None,1
156,16,87,2,7.2,Private,Urban,Yes,Yes,Medium,Low,2647,15,Male,High,Secondary,3
265,37,82,3,4.6,Private,Urban,Yes,No,Medium,Low,2648,16,Female,Medium,Secondary,3
138,11,59,2,7.1,Public,Rural,Yes,Yes,High,Low,2649,19,Female,High,Primary,1
191,28,89,5,10.5,Public,Rural,No,Yes,Medium,Low,2650,22,Male,Low,None,4
298,30,91,4,8.8,Public,Urban,Yes,Yes,Medium,High,2651,17,Male,High,Tertiary,3
144,15,77,1,6.3,Public,Urban,No,Yes,Low,Medium,2652,15,Female,Medium,Tertiary,1
168,21,91,1,6.1,Private,Rural,No,Yes,Low,Low,2653,17,Female,High,Tertiary,2
141,13,82,5,4.4,Public,Rural,Yes,Yes,Medium,Medium,2654,21,Male,Low,None,1
209,19,74,4,6.8,Public,Urban,Yes,No,Low,Medium,2655,18,Female,Low,Secondary,2
114,0,62,3,7.6,Private,Rural,Yes,No,Medium,Medium,2656,15,Male,Low,Secondary,1
102,11,69,2,13.0,Public,Urban,Yes,No,Low,Low,2657,18,Female,Medium,Tertiary,1
227,20,100,3,12.4,Public,Rural,Yes,Yes,High,High,2658,19,Female,Low,Secondary,2
234,20,95,1,5.3,Public,Urban,No,Yes,High,Medium,2659,21,Male,Medium,Tertiary,2
246,29,91,3,12.1,Private,Urban,No,No,High,Medium,2660,21,Female,High,Secondary,2
192,27,84,3,9.9,Public,Urban,Yes,Yes,Low,Medium,2661,20,Male,Low,Primary,2
107,16,78,1,3.7,Private,Rural,Yes,Yes,Medium,Low,2662,19,Male,Low,None,3
219,32,98,2,3.3,Public,Urban,Yes,Yes,High,Medium,2663,21,Female,High,Secondary,3
150,23,78,4,8.7,Private,Rural,No,No,Low,Medium,2664,15,Male,Medium,Secondary,2
244,23,94,3,10.7,Public,Urban,Yes,Yes,High,Medium,2665,22,Female,Low,Primary,1
115,10,77,4,11.3,Public,Urban,Yes,No,Low,Low,2666,22,Male,Medium,Secondary,1
108,17,99,1,6.3,Public,Urban,No,No,Low,Medium,2667,15,Female,Medium,Secondary,1
176,25,91,2,10.2,Public,Rural,No,Yes,Medium,Low,2668,17,Female,Low,Primary,3
206,35,98,1,12.5,Public,Urban,Yes,No,Low,Medium,2669,18,Female,Low,Primary,5
237,36,83,2,3.1,Public,Rural,No,Yes,High,Low,2670,17,Female,High,Tertiary,4
121,10,91,1,9.6,Public,Urban,No,Yes,Low,Medium,2671,15,Female,Medium,Primary,2
143,16,79,3,13.3,Private,Rural,Yes,Yes,Medium,Low,2672,20,Male,Low,Primary,1
292,35,93,3,6.3,Public,Urban,No,Yes,High,High,2673,17,Female,Low,Secondary,4
171,29,100,2,5.1,Private,Rural,No,Yes,High,High,2674,22,Female,Low,Secondary,2
188,29,75,1,15.0,Private,Rural,No,Yes,Low,High,2675,15,Female,High,Tertiary,4
